"filename","final_path","source_path","doc_type","species_tags","extraction_status","publish_year","model_target_year","target_year_rule","search_text"
"50100339__sleeper_report_elk_deer_2025.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\other\50100339__sleeper_report_elk_deer_2025.pdf","D:\UOGA HUNTS\data\sleeper_report_elk_deer_2025.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","50100339__sleeper_report_elk_deer_2025.pdf other 2025 harvest_report  U.O.G.A. Data Snapshot: sleeper_report_elk_deer_2025 Source: processed_data\sleeper-report-elk-deer-2025.csv Generated: 4/22/2026, 4:39:48 PM File size: 20 KB Row estimate: 200 (approx) Columns hunt_code, species, hunt_name, hunt_type, weapon, hunt_class, access_type, permits_2026_total, hunters_2025, harvest_2025,  success_percent_2025, avg_days_2025, satisfaction_2025, unsuccessful_2025, composite_score Sample Rows (first 60) hunt_code                   species                     hunt_name                    hunt_type                   weapon                      hunt_class                 DB1002                      Deer                        Antelope Island             Premium Limited  Entry       Any Legal Weapon            Premium Limited Entry      DB1253                      Deer                        Circle E Ranch CWMU          CWMU                        Any Legal Weapon            CWMU                       EB3532                      Elk                         Jump Cre"
"BAAFE85F__2026-03-06-2025-preliminary-bg-harvest.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2025\pdf\harvest\BAAFE85F__2026-03-06-2025-preliminary-bg-harvest.pdf","D:\UOGA HUNTS\data\upstream\2026-03-06-2025-preliminary-bg-harvest.pdf","harvest_report","","ok","2025","2025","harvest_hr_applies_to_report_year","BAAFE85F__2026-03-06-2025-preliminary-bg-harvest.pdf harvest 2025 harvest_report  2025 Utah Big Game Harvest Hunt # Species Hunt Name Hunt Type Weapon Sex Type Permit s Hunter s Harves t Percent  success Averag e Days Average  Satisfactio n BI0001 Bison Antelope Island OIAL Any Legal Weapon Hunter's Choice 7 7 7 100.0 1.0 4.8 BI1000 Bison Bison - Statewide Permit Sportsman Any Legal Weapon Hunter's Choice 2 2 2 100.0 1.0 5.0 BI6500 Bison Antelope Island OIAL Any Legal Weapon Hunter's Choice 2 2 2 100.0 1.0 5.0 BI6503 Bison Henry Mtns OIAL Any Legal Weapon Hunter's Choice 15 15 14 93.3 2.4 4.6 BI6504 Bison Henry Mtns OIAL Any Legal Weapon Hunter's Choice 13 13 13 100.0 4.5 4.2 BI6505 Bison Henry Mtns OIAL Any Legal Weapon Female Only 28 28 22 78.6 4.0 4.0 BI6506 Bison Henry Mtns OIAL Any Legal Weapon Female Only 29 29 27 93.1 5.5 4.3 BI6509 Bison Henry Mtns OIAL Archery Hunter's Choice 3 3 2 66.7 7.0 4.3 BI6516 Bison Henry Mtns OIAL Any Legal Weapon Hunter's Choice 13 13 13 100.0 3.5 4.5 BI6527 Bison Nine Mile OIAL Any Legal Weapon Hunter's Choice 18 15 0 0.0 9.0 3.6"
"C2BD482B__2026-04-rac-packet.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\C2BD482B__2026-04-rac-packet.pdf","D:\UOGA HUNTS\data\upstream\2026-04-rac-packet.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","C2BD482B__2026-04-rac-packet.pdf other 2026 harvest_report    RAC AGENDA – April 2026        1. Welcome, RAC Introductions and RAC Procedure   - RAC Chair    2. Approval of Agenda and Minutes                         ACTION   - RAC Chair    3. Wildlife Board Meeting Update                 INFORMATIONAL   - RAC Chair    4. Big Game Informational Presentation                INFORMATIONAL   - Mike Wardle, Big Game Program Coordinator     5. Deer Permit Recommendations for 2026                          ACTION         - Mike Wardle, Big Game Program Coordinator    6. Once-in-a-Lifetime Permit Recommendations for 2026                                  ACTION         - Rusty Robinson, OIAL Species Coordinator     7. Bull Elk Permit Recommendations for 2026                  ACTION         - Mike Wardle, Big Game Program Coordinator    8. Pronghorn Permit Recommendations for 2026                 ACTION         - Mike Wardle, Big Game Program Coordinator    9. Antlerless Permit Recommendations for 2026                     ACTION         - Mike Wardle, Big "
"A8E6B9C3__07_black_bear_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\A8E6B9C3__07_black_bear_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\bear\07_black_bear_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","A8E6B9C3__07_black_bear_report.pdf other 2026 harvest_report  UTAH BLACK BEAR   ANNUAL REPORT  2007                                                                    Publication No. 08–27        ii UTAH BLACK BEAR  ANNUAL REPORT  2007      Prepared by:      Heather H. Bernales  Biometrician    and    Kevin Bunnell  Mammals Program Coordinator      Publication No. 08–27      Annual Performance Report for Federal Aid Projects W–65–M–55 and W-65-M-56      State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES      An Equal Opportunity Employer      James F. Karpowitz  Director         "
"78990A1C__08_black_bear_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\78990A1C__08_black_bear_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\bear\08_black_bear_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","78990A1C__08_black_bear_report.pdf other 2026 harvest_report  UTAH BLACK BEAR   ANNUAL REPORT  2008                Publication No. 08–61        ii UTAH BLACK BEAR  ANNUAL REPORT  2008      Prepared by:      Heather H. Bernales  Biometrician    Justin Dolling  Game Mammals Program Coordinator    and    Kevin Bunnell  Mammals Program Coordinator      Publication No. 08–61      Annual Performance Report for Federal Aid Projects W–65–M–56 and W–65–M–57      State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES      An Equal Opportunity Employer      James F. Karpowitz  Director         "
"4903ED15__09_black_bear_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\4903ED15__09_black_bear_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\bear\09_black_bear_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","4903ED15__09_black_bear_report.pdf other 2026 harvest_report  UTAH BLACK BEAR   ANNUAL REPORT  2009                Publication No. 10-16        ii UTAH BLACK BEAR  ANNUAL REPORT  2009          Prepared by:      Heather H. Bernales  Biometrician    Justin Dolling  Game Mammals Program Coordinator    and    Kevin Bunnell  Mammals Program Coordinator      Publication No. 10-16        Annual Performance Report for Federal Aid Project W–65–M, segments 57 and 58      State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES      An Equal Opportunity Employer      James F. Karpowitz  Director   "
"E5F18A81__10_black_bear_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\E5F18A81__10_black_bear_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\bear\10_black_bear_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","E5F18A81__10_black_bear_report.pdf other 2026 harvest_report  UTAH BLACK BEAR   ANNUAL REPORT  2010                Publication No. 11-05        ii UTAH BLACK BEAR  ANNUAL REPORT  2010          Prepared by:      Heather H. Bernales  Biometrician    Justin Dolling  Game Mammals Program Coordinator    and    Kevin Bunnell  Mammals Program Coordinator      Publication No. 11-05        Annual Performance Report for Federal Aid Project W–65–M, segments 58 and 59      State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES      An Equal Opportunity Employer      James F. Karpowitz  Director   "
"126DB0EB__11_black_bear_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\126DB0EB__11_black_bear_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\bear\11_black_bear_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","126DB0EB__11_black_bear_report.pdf other 2026 harvest_report  UTAH BLACK BEAR   ANNUAL REPORT  2011                Publication No. 11-28        ii UTAH BLACK BEAR  ANNUAL REPORT  2011          Prepared by:    Heather H. Bernales  Biometrician    Justin Dolling  Game Mammals Program Coordinator    John Shivik  Mammals Program Coordinator    and    Kevin Bunnell  Mammals Program Coordinator      Publication No. 11-28      Annual Performance Report for Federal Aid Project W–65–M, segments 59 and 60      State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES      An Equal Opportunity Employer      James F. Karpowitz  Director "
"1ACF9CB6__12_black_bear_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\1ACF9CB6__12_black_bear_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\bear\12_black_bear_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","1ACF9CB6__12_black_bear_report.pdf other 2026 harvest_report  UTAH BLACK BEAR   ANNUAL REPORT  2012                Publication No. 13-14        ii  UTAH BLACK BEAR  ANNUAL REPORT  2012          Prepared by:    Heather H. Bernales  Biometrician    and    John Shivik  Mammals Program Coordinator        Publication No. 13-14      Annual Performance Report for Federal Aid Project W–65–M, segments 60 and 61              State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES      Gregory Sheehan  Director    James F. Karpowitz  Director, 2005-2012 "
"EFDD6EDB__13_black_bear_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\EFDD6EDB__13_black_bear_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\bear\13_black_bear_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","EFDD6EDB__13_black_bear_report.pdf other 2026 harvest_report  UTAH BLACK BEAR   ANNUAL REPORT  2013                Publication No. 14-07        ii  UTAH BLACK BEAR  ANNUAL REPORT  2013          Prepared by:    Heather H. Bernales  Biometrician    and    John Shivik  Mammals Program Coordinator        Publication No. 14-07      Annual Performance Report for Federal Aid Project W–65–M, segments 61 and 62              State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES            Gregory Sheehan  Director   "
"F8C40C2E__14_black_bear_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\F8C40C2E__14_black_bear_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\bear\14_black_bear_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","F8C40C2E__14_black_bear_report.pdf other 2026 harvest_report      UTAH BLACK BEAR   ANNUAL REPORT  2014                Publication No. 15-22          i  UTAH BLACK BEAR  ANNUAL REPORT  2014          Prepared by:    Heather H. Bernales  Biometrician    and    Leslie McFarlane  Mammals Program Coordinator        Publication No. 15-22      Annual Performance Report for Federal Aid Project W–65–M, segments 62 and 63              State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES            Gregory Sheehan  Director   "
"41FBBEBE__15_black_bear_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\41FBBEBE__15_black_bear_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\bear\15_black_bear_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","41FBBEBE__15_black_bear_report.pdf other 2026 harvest_report  UTAH BLACK BEAR   ANNUAL REPORT  2015                Publication No. 16-12        i UTAH BLACK BEAR  ANNUAL REPORT  2015          Prepared by:    Heather H. Bernales  Biometrician    and    Leslie McFarlane  Mammals Program Coordinator        Publication No. 16-12      Annual Performance Report for Federal Aid Project W-65-M, segments 63 and 64              State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES            Gregory Sheehan  Director   "
"649F2341__16_black_bear_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\649F2341__16_black_bear_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\bear\16_black_bear_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","649F2341__16_black_bear_report.pdf other 2026 harvest_report  UTAH BLACK BEAR   ANNUAL REPORT  2016                Publication No. 17-14        i UTAH BLACK BEAR  ANNUAL REPORT  2016          Prepared by:    Heather H. Bernales  Biometrician    and    Darren DeBloois  Mammals Program Coordinator        Publication No. 17-14      Annual Performance Report for Federal Aid Project W-65-M, segments 64 and 65              State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES            Gregory Sheehan  Director   "
"89FF8F51__17_black_bear_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\89FF8F51__17_black_bear_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\bear\17_black_bear_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","89FF8F51__17_black_bear_report.pdf other 2026 harvest_report  UTAH BLACK BEAR   ANNUAL REPORT  2017                Publication No. 18-12        i UTAH BLACK BEAR  ANNUAL REPORT  2017          Prepared by:    Heather H. Bernales  Biometrician    and    Darren DeBloois  Mammals Program Coordinator        Publication No. 18-12      Annual Performance Report for Federal Aid Project W-65-M, segments 65 and 66              State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES            Michal D. Fowlks  Director   "
"05F11CF0__18_black_bear_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\05F11CF0__18_black_bear_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\bear\18_black_bear_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","05F11CF0__18_black_bear_report.pdf other 2026 harvest_report      UTAH BLACK BEAR   ANNUAL REPORT  2018                Publication No. 19-20          i UTAH BLACK BEAR  ANNUAL REPORT  2018          Prepared by:    Heather H. Bernales  Biometrician    and    Darren DeBloois  Mammals Program Coordinator        Publication No. 19-20      Annual Performance Report for Federal Aid Project W-65-M, segments 66 and 67              State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES            Michal D. Fowlks  Director   "
"DDA07140__19_black_bear_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\DDA07140__19_black_bear_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\bear\19_black_bear_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","DDA07140__19_black_bear_report.pdf other 2026 harvest_report  UTAH BLACK BEAR   ANNUAL REPORT  2019                Publication No. 20-25       UTAH BLACK BEAR  ANNUAL REPORT  2019          Prepared by:    Heather H. Bernales  Biometrician    and    Darren DeBloois  Mammals Program Coordinator        Publication No. 20-25      Annual Performance Report for Federal Aid Project W-65-M, segments 67 and 68              State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES            Michal D. Fowlks  Director    i"
"0AB6848F__20_black_bear_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\0AB6848F__20_black_bear_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\bear\20_black_bear_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","0AB6848F__20_black_bear_report.pdf other 2026 harvest_report      UTAH BLACK BEAR   ANNUAL REPORT  2020                Publication No. 21-19          i UTAH BLACK BEAR  ANNUAL REPORT  2020          Prepared by:    Heather H. Bernales  Biometrician    and    Darren DeBloois  Mammals Program Coordinator        Publication No. 21-19      Annual Performance Report for Federal Aid Project W-65-M, segments 68 and 69              State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES            Rory Reynolds  Interim Director   "
"3CC58353__21_black_bear_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\3CC58353__21_black_bear_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\bear\21_black_bear_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","3CC58353__21_black_bear_report.pdf other 2026 harvest_report      UTAH BLACK BEAR   ANNUAL REPORT  2021               Publication No. 22-18          i UTAH BLACK BEAR  ANNUAL REPORT  2021          Prepared by:    Heather H. Bernales  Biometrician    and    Darren DeBloois  Mammals Program Coordinator        Publication No. 22-18      Annual Performance Report for Federal Aid Project W-65-M, segments 69 and 70              State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES            J. Shirley  Division Director   "
"1D9B9753__22_black_bear_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\1D9B9753__22_black_bear_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\bear\22_black_bear_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","1D9B9753__22_black_bear_report.pdf other 2026 harvest_report  UTAH BLACK BEAR   ANNUAL REPORT  2022                Publication No. 23-19        i  UTAH BLACK BEAR  ANNUAL REPORT  2022          Prepared by:    Heather H. Bernales  Biometrician    and    Darren DeBloois  Mammals Program Coordinator        Publication No. 23-19      Annual Performance Report for Federal Aid Project W-65-M, segments 70 and 71              State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES            J. Shirley  Division Director   "
"9689348A__23_black_bear_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\9689348A__23_black_bear_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\bear\23_black_bear_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","9689348A__23_black_bear_report.pdf other 2026 harvest_report      UTAH BLACK BEAR   ANNUAL REPORT  2023                Publication No. 24-21          i UTAH BLACK BEAR  ANNUAL REPORT  2023          Prepared by:    Heather H. Bernales  Biometrician    and    Darren DeBloois  Mammals Program Coordinator        Publication No. 24-21      Annual Performance Report for Federal Aid Project W-65-M, segments 71 and 72              State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES            J. Shirley  Division Director   "
"FB0988E9__24_black_bear_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\FB0988E9__24_black_bear_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\bear\24_black_bear_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","FB0988E9__24_black_bear_report.pdf other 2026 harvest_report  UTAH BLACK BEAR   ANNUAL REPORT  2024                Publication No. 25-20        i  UTAH BLACK BEAR  ANNUAL REPORT  2024          Prepared by:    Heather H. Bernales  Biometrician    and    Darren DeBloois  Mammals Program Coordinator        Publication No. 25-20      Annual Performance Report for Federal Aid Project W-65-M, segments 72 and 73              State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES            Riley Peck  Division Director   "
"0ADC2F75__07_bg_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\0ADC2F75__07_bg_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\big_game\07_bg_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","0ADC2F75__07_bg_report.pdf other 2026 harvest_report     UTAH BIG GAME   ANNUAL REPORT  2007                                      Publication No. 08-42          UTAH BIG GAME ANNUAL REPORT    2007        Prepared by:    Heather H. Bernales  Biometrican    Kent R. Hersey  Big Game Project Leader    and     Anis Aoude  Big Game Program Coordinator              Publication Number 08-42    Annual Performance Report for Federal Aid Project W-65-M, segments 55 and 56              State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES    An Equal Opportunity Employer    James F. Karpowitz  Director, 2005–2008   "
"F5A88D33__08_bg_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\F5A88D33__08_bg_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\big_game\08_bg_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","F5A88D33__08_bg_report.pdf other 2026 harvest_report     UTAH BIG GAME   ANNUAL REPORT  2008                                                                    Publication No. 09-21          UTAH BIG GAME ANNUAL REPORT    2008        Prepared by:    Heather H. Bernales  Biometrician    Kent R. Hersey  Big Game Project Leader    and     Anis Aoude  Big Game Program Coordinator              Publication Number 09-21    Annual Performance Report for Federal Aid Project W-65-M, segments 56 and 57              State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES    An Equal Opportunity Employer    James F. Karpowitz  Director, 2005–2009   "
"C44F76AD__09_bg_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\C44F76AD__09_bg_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\big_game\09_bg_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","C44F76AD__09_bg_report.pdf other 2026 harvest_report     UTAH BIG GAME   ANNUAL REPORT  2009                                                                    Publication No. 10-28          UTAH BIG GAME ANNUAL REPORT    2009        Prepared by:    Heather H. Bernales  Biometrician    Kent R. Hersey  Big Game Project Leader    and     Anis Aoude  Big Game Program Coordinator              Publication Number 10-28    Annual Performance Report for Federal Aid Project W-65-M, segments 57 and 58              State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES    An Equal Opportunity Employer    James F. Karpowitz  Director, 2005–2010   "
"587CF8BC__10_bg_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\587CF8BC__10_bg_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\big_game\10_bg_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","587CF8BC__10_bg_report.pdf other 2026 harvest_report     UTAH BIG GAME   ANNUAL REPORT  2010                                                                    Publication No. 11-23          UTAH BIG GAME  ANNUAL REPORT  2010          Prepared by:    Heather H. Bernales  Biometrician    Kent R. Hersey  Big Game Project Leader    and     Anis Aoude  Big Game Program Coordinator            Publication Number 11-23    Annual Performance Report for Federal Aid Project W-65-M, segments 58 and 59            State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES    An Equal Opportunity Employer    James F. Karpowitz  Director "
"6A50A77C__11_bg_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\6A50A77C__11_bg_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\big_game\11_bg_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","6A50A77C__11_bg_report.pdf other 2026 harvest_report       UTAH BIG GAME   ANNUAL REPORT  2011                                                                    Publication No. 12-27            UTAH BIG GAME  ANNUAL REPORT  2011          Prepared by:    Heather H. Bernales  Biometrician    Kent R. Hersey  Big Game Project Leader    and     Anis Aoude  Big Game Program Coordinator            Publication Number 12-27    Annual Performance Report for Federal Aid Project W-65-M, segments 59 and 60            State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES    An Equal Opportunity Employer    James F. Karpowitz  Director "
"EEF0B312__12_bg_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\EEF0B312__12_bg_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\big_game\12_bg_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","EEF0B312__12_bg_report.pdf other 2026 harvest_report       UTAH BIG GAME   ANNUAL REPORT  2012                    Publication No. 13-21          UTAH BIG GAME  ANNUAL REPORT  2012          Prepared by:    Heather H. Bernales  Biometrician    Kent R. Hersey  Big Game Project Leader    and     Anis Aoude  Big Game Program Coordinator          Publication Number 13-21      Annual Performance Report for Federal Aid Project W-65-M, segments 60 and 61          State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES      Gregory Sheehan  Director    James F. Karpowitz  Director, 2005-2012 "
"A792BC19__13_bg_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\A792BC19__13_bg_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\big_game\13_bg_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","A792BC19__13_bg_report.pdf other 2026 harvest_report     UTAH BIG GAME   ANNUAL REPORT  2013                    Publication No. 14-22        i    UTAH BIG GAME  ANNUAL REPORT  2013          Prepared by:    Heather H. Bernales  Biometrician    Kent R. Hersey  Big Game Project Leader    and     Justin Shannon  Big Game Program Coordinator          Publication Number 14-22    Annual Performance Report for Federal Aid Project W-65-M, segments 61 and 62                State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES      Gregory Sheehan  Director   "
"2836087F__14_bg_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\2836087F__14_bg_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\big_game\14_bg_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","2836087F__14_bg_report.pdf other 2026 harvest_report     UTAH BIG GAME   ANNUAL REPORT  2014                                    Publication No. 15-30        i    UTAH BIG GAME  ANNUAL REPORT  2014          Prepared by:    Heather H. Bernales  Biometrician    Kent R. Hersey  Big Game Project Leader    and     Justin Shannon  Big Game Program Coordinator          Publication Number 15-30    Annual Performance Report for Federal Aid Project W-65-M, segments 62 and 63                State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES      Gregory Sheehan  Director   "
"5FAC7DB3__15_bg_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\5FAC7DB3__15_bg_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\big_game\15_bg_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","5FAC7DB3__15_bg_report.pdf other 2026 harvest_report      UTAH BIG GAME   ANNUAL REPORT  2015                          Publication No. 16-19        i    UTAH BIG GAME  ANNUAL REPORT  2015          Prepared by:    Heather H. Bernales  Biometrician    Kent R. Hersey  Big Game Project Leader    and     Justin Shannon  Big Game Program Coordinator          Publication Number 16-19    Annual Performance Report for Federal Aid Project W-65-M, segments 63 and 64                State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES      Gregory Sheehan  Director   "
"968E94CA__16_bg_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\968E94CA__16_bg_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\big_game\16_bg_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","968E94CA__16_bg_report.pdf other 2026 harvest_report    UTAH BIG GAME   ANNUAL REPORT  2016                                        Publication No. 18-09        i    UTAH BIG GAME  ANNUAL REPORT  2016          Prepared by:    Heather H. Bernales  Biometrician    Kent R. Hersey  Big Game Projects Coordinator    and     Covy Jones  Big Game Program Coordinator          Publication Number 18-09    Annual Performance Report for Federal Aid Project W-65-M, segments 64 and 65                State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES      Gregory Sheehan  Director   "
"53FE030F__17_bg_report.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2026\pdf\other\53FE030F__17_bg_report.pdf","D:\UOGA HUNTS\data\upstream\annual\annual_reports\big_game\17_bg_report.pdf","harvest_report","","ok","2026","2026","harvest_hr_applies_to_report_year","53FE030F__17_bg_report.pdf other 2026 harvest_report    UTAH BIG GAME   ANNUAL REPORT  2017                                        Publication No. 18-21        i    UTAH BIG GAME  ANNUAL REPORT  2017          Prepared by:    Heather H. Bernales  Biometrician    Kent R. Hersey  Big Game Projects Coordinator    and     Covy Jones  Big Game Program Coordinator          Publication Number 18-21    Annual Performance Report for Federal Aid Project W-65-M, segments 65 and 66                State of Utah  Department of Natural Resources  DIVISION OF WILDLIFE RESOURCES      Michal D. Fowlks  Director   "
